1082,2260,0,28
1246,2232,0,164
1232,2120,1,0
1448,2138,0,89
1568,2058,0,0
1280,2048,0,0
1120,2488,0,0
1256,2402,0,26
1464,2292,0,163
1118,2708,0,222
1098,2868,0,26
1272,2598,0,65
1302,2758,0,78
1234,2842,1,0
1178,2936,0,335
1288,2940,0,329
1126,3068,0,124
1376,2904,0,179
1470,2858,1,0
1372,3068,0,213
1476,3016,0,224
1574,2774,0,0
1470,2634,1,0
1514,2538,0,231
1536,2404,0,40
1590,2916,0,284
1684,2906,0,306
1600,2992,0,296
1586,3066,0,95
1858,3072,0,84
1932,2996,0,108
1688,2792,0,125
1812,2816,0,343
1852,2910,1,0
1954,2928,0,277
1982,2870,0,102
1948,2802,0,84
1746,2668,0,142
1832,2712,0,163
1900,2700,0,171
1988,2700,0,113
1684,2494,0,10
1684,2294,0,84
1774,2214,1,0
1972,2148,0,340
1924,2290,0,59
1776,2350,0,30
1752,2474,1,0
1806,2444,0,193
1850,2534,0,217
2034,2606,0,267
1988,2542,0,266
1958,2438,0,292
2000,2316,0,28
1884,2184,0,168
2026,2118,1,0
1554,3978,0,42
1744,3978,0,0
1060,3940,0,299
1070,3834,0,253
1428,3842,0,314
1198,3898,0,20
1498,3758,0,0
1042,3742,0,252
1622,3780,0,262
1376,3746,0,39
1100,3586,0,256
1782,3576,0,0
1944,3978,0,328
1540,3500,0,46
1706,3580,0,165
1610,3698,0,255
1430,3414,0,155
1278,3818,0,344
2002,3698,0,0
1342,3604,0,117
1172,3752,0,341
2062,3777,0,27
1910,3842,0,125
1422,3538,0,113
1250,3526,0,71
1292,3414,0,20
1600,3576,0,133
1270,4020,0,177
1788,3852,1,0
1950,3516,0,340
1886,3534,0,162
2046,3528,0,304
2022,3360,0,133
1848,3386,0,72
1660,3444,0,196
1778,3308,0,247
1628,3374,0,239
1322,3252,0,143
1582,3272,0,101
1886,3180,0,27
2000,3184,0,346
1794,3162,0,175
1640,3174,0,47
1532,3160,0,229
1646,3108,0,65
1262,3144,0,24
1122,3200,0,96
1190,3292,0,52
1046,3310,0,233
1438,3226,0,314
1394,3152,1,0
1908,3646,1,0
1932,3710,1,0
1040,4062,0,291
1346,3684,1,0
2026,3872,1,0
2459,3059,0,66
2048,2380,0,226
2270,2688,0,0
2724,2722,0,122
2454,2162,0,69
3034,2674,0,213
2102,2220,0,111
2308,2908,0,288
2108,2774,0,48
2176,2146,0,121
2582,3042,0,317
2336,3057,0,326
2642,2898,0,218
2790,2940,0,132
3066,3005,0,355
2962,3000,0,153
2634,2768,0,273
2814,2822,0,238
2870,2156,0,0
2884,2886,0,0
2296,2048,0,0
2852,2696,0,248
2722,3025,0,75
2098,2962,0,316
2754,2608,0,336
2980,2836,0,176
2350,2638,0,179
2118,2708,0,242
3030,2090,0,23
2914,2048,0,144
2976,2410,0,6
2048,2604,0,268
2790,2164,0,0
2346,2112,0,216
2322,2420,0,71
2558,2598,0,210
2262,2334,0,14
2220,2244,0,30
2410,2512,0,299
2584,2150,0,186
2656,2242,0,171
3083,2439,0,247
2898,2334,0,131
2770,2282,0,36
2878,2548,0,159
2666,2488,0,0
2526,2284,0,81
2470,2464,0,338
2600,2444,0,201
2854,3032,1,0
2376,2764,1,0
2363,2984,1,0
2134,2866,1,0
2208,2706,1,0
2436,2661,1,0
2412,2614,1,0
2580,2716,1,0
2486,2868,1,0
2540,2870,1,0
2200,2916,1,0
2236,2964,1,0
3028,2886,1,0
3004,2506,1,0
2918,2446,1,0
2776,2482,0,37
2230,2088,1,0
2570,2354,0,247
3838,2978,0,233
3764,3072,0,208
3644,2884,0,75
3634,3040,0,132
3406,2994,0,338
3332,2978,0,166
3458,2852,0,195
3996,2928,0,338
3612,2760,0,188
3330,2696,0,164
3146,3002,0,170
3806,2906,0,269
3412,2692,0,26
4094,2858,0,145
4024,2790,0,45
3962,2764,0,222
4014,2662,0,297
3798,2764,0,299
3662,2496,0,335
3548,2908,0,27
3906,3050,0,242
4090,3008,0,335
3494,2514,0,174
3722,2948,0,28
3214,2884,0,29
3544,2750,1,0
4032,3072,1,0
3170,2784,0,247
3154,2684,0,80
3642,2604,0,281
3878,2678,0,139
3510,2686,1,0
3566,2490,0,148
3280,2510,0,271
3238,2630,1,0
3326,2586,1,0
3146,2578,0,196
3654,2696,0,311
3416,2606,0,198
3514,2630,0,271
3772,2674,0,106
3750,2838,0,125
4050,2546,0,328
3972,2548,0,287
3872,2584,0,275
3770,2528,0,226
3884,2444,0,229
3918,2368,0,61
3596,2352,0,73
4046,2360,0,0
3770,2232,0,113
3110,2058,0,0
3230,2094,0,0
3290,2104,0,0
3156,2144,0,33
3240,2268,0,307
3474,2072,0,0
3432,2162,0,94
3580,2124,0,262
3680,2228,0,51
3758,2316,0,265
3772,2420,0,297
4058,2116,0,0
3804,2152,0,253
3952,2260,0,316
3364,2082,1,0
3536,3986,0,190
3304,3984,0,0
3838,3830,0,331
3378,4096,0,0
3110,4042,0,50
3928,4050,0,0
3206,3932,0,284
3812,4064,0,0
3210,3856,0,100
3710,3930,0,0
3592,3934,0,271
3340,3832,0,0
3444,3854,0,310
4018,3628,0,0
4046,3888,0,36
3800,3690,0,135
3368,3970,0,19
3906,3714,0,193
3452,3750,0,27
3878,3940,0,27
3984,4012,0,149
3728,3800,0,26
3698,4026,0,271
3578,3806,0,44
3978,3806,0,31
3916,3608,0,231
4034,3404,0,0
3234,3742,0,107
3558,3662,0,197
3688,3710,0,36
3990,3484,0,0
3570,4080,0,40
3116,3776,0,311
3628,3862,0,47
4048,4050,0,347
3382,3690,0,219
3424,3584,0,25
3288,3648,0,250
3138,3674,0,245
3126,3518,0,354
3292,3556,0,306
3874,3500,0,133
3920,3444,1,0
3942,3380,1,0
3448,3988,1,0
3164,4086,1,0
3280,3416,0,100
3384,3320,0,36
3458,3394,0,296
3790,3536,0,151
3712,3516,0,162
3642,3616,0,338
3542,3530,0,241
3522,3476,0,235
3556,3288,0,148
3482,3324,1,0
3464,3142,0,344
3606,3156,0,201
3876,3236,0,343
3804,3182,0,0
3724,3254,0,6
3648,3242,0,214
3218,3202,0,0
3160,3138,0,31
3364,3164,0,179
3280,3134,0,195
3180,3292,0,155
3302,3282,0,220
3194,3448,0,156
4056,3256,0,9
3988,3280,0,193
3950,3246,1,0
3796,3326,0,177
3698,3406,0,84
3808,3450,1,0
3398,3476,0,71
3756,3092,0,18
4088,3544,0,0
4078,3784,1,0
2185,3516,0,233
2816,4076,0,0
2718,4078,0,0
2566,4048,0,169
2434,4064,0,0
2146,4062,0,17
2500,4096,0,0
2356,4050,0,0
2258,3970,0,0
2906,3728,0,343
2956,3882,0,307
2494,3944,0,29
2716,3814,0,95
2616,3872,0,320
2362,3902,0,138
2422,3840,0,0
2340,3812,0,232
2202,3878,0,40
2102,3822,0,198
2554,3648,0,329
2702,3950,0,40
2258,3764,0,66
2502,3752,0,335
2834,3740,0,165
3068,3816,0,327
2993,3828,0,159
2982,3568,0,0
3072,3600,0,0
2989,3709,0,237
2274,3602,0,279
2388,3676,0,260
2100,3646,0,328
2126,3478,1,0
2090,3312,0,115
2180,3208,0,39
2884,3554,0,177
2682,3608,0,247
2780,3514,0,68
2886,3188,0,308
2854,3374,0,104
3002,3376,0,0
2774,3118,0,49
2988,3220,0,239
2956,3128,0,262
2680,3392,0,297
2710,3730,0,111
2490,3522,0,247
2620,3524,0,33
2294,3436,0,174
2430,3387,0,29
2570,3368,0,206
2620,3170,0,78
2630,3256,0,259
2414,3212,0,327
2330,3316,0,166
2286,3146,0,329
2080,3096,0,315
2664,3314,1,0
2784,3202,1,0
2906,3302,1,0
3058,3962,0,23
2910,3956,0,140
2812,3922,0,222
3083,3309,0,157
2480,3303,1,0
2358,3498,1,0
2422,3612,1,0
3236,2951,1,0
